id	source with headwords	gender labels of headwords
5442	Not Exactly Rocket Science: Science for [[Everyone]].	Amb
5443	Furthermore, [[she]] was chosen by the [[cabinet]] to be the constitutional and official [[head]] of state in an interim capacity for 14 hours on 25 September 2008, between the resignation of [[Thabo Mbeki]] and the taking of office by [[Kgalema Motlanthe]].	Female,Amb,Female,Amb,Amb
5444	[[Dean]] made her film debut at the age of fourteen in one-reelers for Biograph and several other studios.	Female
5445	On March 3, 2014, the [[singer]] announced on her fan club site "Team Ayu" that she was officially married.	Female
5446	It follows a former U.S. Marine (Hackman) [[officer]] who puts together a rag-tag [[team]] to rescue his [[son]], who he believes is among those still held in Laos after the Vietnam War.	Male,Amb,Male
5447	In 1974, [[Ozaki]] participated in her first contest, winning ¥5000 and making a favorable impression on one of the [[judges]] who indicated that he thought she was going to become a professional in the near future.	Female,Male
5448	As stated by Mr [[Skinner]], under the e-money procedure the [[customer]] first pays in his money and then gets the equivalent amount of electronic money.	Male,Male
5449	[[Parliament]] has shown sufficient flexibility; Mrs [[Smet]] highlighted our legislative maturity.	Amb,Female
5450	[[I]] share the opinion of many of today' s [[speakers]], such as Mr [[Cappato]], for example, when they say that these criminal networks are part of organised crime.	Amb,Male,Male
5451	[[They]] should listen to the [[representative]] of the UN [[Secretary]]-[[General]] for human rights who expressed her acute concern on 7 December, calling for an end to the practice of harassing [[defenders]] of human rights.	Amb,Female,Amb,Amb,Amb
5452	B5-0115/01 by Mrs [[Isler Béguin]], Mrs [[Lucas]] and Mr [[Lannoye]], on behalf of the Verts/ALE Group, on the situation in the Democratic Republic of the Congo;	Female,Female,Male
5453	If a [[farmer]] really feels that he would lose money here, then he is entitled to file a normal application again this year and not to join the global payment system for another year.	Male
5454	[[I]] voted in favour of the Brok report on enlargement because I believe that plenary should send out a positive signal to the 10 countries applying for membership of the European Union.	Amb
5455	How often do [[you]] hear the complaint that a [[patient]] with malaria has contracted a resistant variant because he stopped his course of treatment too soon out of ignorance.	Amb,Male
5456	. Mr [[President]], [[I]] wish to thank Mrs [[Junker]] for her important work on this report.	Male,Amb,Female
5457	On free movement within the Union, [[I]] would like to record the adoption of the directive on long-term [[resident]] status for third country [[nationals]].	Amb,Amb,Amb
5458	The foundations are being laid for the introduction of the [[Members']] and [[Assistants']] Statutes, and this is a question of social justice that has been a long time coming.	Amb,Amb
5459	A self-employed [[worker]] cannot in fact be forced to do extra hours insofar as he is, by definition, free to organise his own work as he wishes.	Male
5460	[[I]] am sorry, [[ladies]] and [[gentlemen]], but as well as the lifts being out of order, the button that the [[President]] has to cut off a [[speaker]] who has exceeded his speaking time and is stealing time from fellow [[Members]] who are on the list to speak is also out of order.	Amb,Female,Male,Amb,Male,Amb
5461	If [[we]] do not want to drive European [[citizens]] completely to despair, it seems to [[me]] that this European Council could send out two messages.	Amb,Amb,Amb
5462	As always, Mr [[Mann]] has done a very good job on a sensitive subject.	Male
5463	[[I]] agree completely with Mr [[Tindemans]] when he said that [[we]] need to make every effort to bring into effect preventive diplomacy so that we finally achieve a peace process which we all hope will safeguard fundamental freedoms and human rights.	Amb,Male,Amb
5464	The rapporteur Mr [[Stockmann]] proposes two amendments under Article 2.	Male
5465	As the [[draftsman]] of the REX [[Committee]], I have taken a look at the draft regulation and, like Mr [[Virgin]], I could only shake my head at some of the points proposed there.	Male,Amb,Male
5466	The European Parliamentary Labour Party expressed its opposition to elements of the Menrad report on the Davignon Conclusions concerning European systems of [[worker]] involvement.	Amb
5467	[[Captain]] of Her Heart	Female
5468	[[Secretary]] of public education	Amb
5469	[[John II]] the Pious	Amb
5470	Princess [[Cecilie]] of Greece	Female
5471	[[Me]]-[[She]]-Kin-No-Quah	Female,Female
5472	[[Piper]] PA38 Tomahawk	Amb
5473	Emperor [[Karl]]	Male
5474	[[Sage]] of the Sakyas	Amb
5475	[[Dame's]] Rocket	Female
5476	[[Cook]] (EP)	Amb
5477	[[Airforce]] of mexico	Amb
5478	[[Dame Commander]]	Female
5479	[[Porter]] (name)	Amb
5480	L'[[homme]] armé	Male
5481	[[Parent]] abuse of [[children]]	Amb,Amb
5482	Mr.[[Children]]	Male
5483	[[Theresa]], Countess of Flanders	Female
5484	A j [[cook]]	Amb
5485	[[Mother]] of Modern [[Presidents]]	Female,Amb
5486	German Emperor [[Wilhelm I]]	Male
5487	German women [[scientists]]	Female
5488	[[ex-wife]]	Female
5489	[[Grand duke]] of tuscany	Male
5490	GA-Class [[Tolkien]] articles	Amb
5491	Life of [[Ma]][[-ka-]][[tai]][[-me-]][[she]][[-kia-kiak]]	Female,Amb,Female,Amb,Female,Amb
5492	"Sor [[María]]: "Me repugna en lo más hondo de mi ser la separación de un [[recién nacido]] de su [[madre]]"".	Female,Amb,Female
5493	[[He]] can also control [[rats]] and used them to gather information for him during the day.	Male,Amb
5494	However, [[Carver]] is revealed to have been killed and replaced by [[Jane Doe]] some months before.	Amb,Amb
5495	In the late 1930s, [[Miller]] and [[Tucker]] also developed the Tucker Combat Car and tried unsuccessfully to sell it to the Dutch and U.S. [[governments]].	Amb,Amb,Amb
5496	Most Nicaraguan [[immigrants]] during the late 1960s were women: there were only 60 male Nicaraguan [[immigrants]] for every 100 female [[immigrants]] during this period.	Female,Male,Female
5497	In one final video [[he]] stated that one of his greatest pleasures was watching his female [[partners]] have orgasms.	Male,Female
5498	[[Youth]] unemployment rates tend to be higher than the [[adult]] rates in every country in the world.	Amb,Amb
5499	In his autobiography I Follow but Myself [[Baker]] stated that it bore some resemblance to The Terror by [[Arthur Machen]] (first published 1917).	Male,Amb
5500	[[Rachelle Bond]][['s]] [[attorney]] claims [[McCarthy]] threatened to murder her client if she contacted [[authorities]].	Female,Amb,Female,Amb,Amb
5501	Many American [[volunteers]] joined the call of [[Walker]], to add a number of 253 [[climbers]] who arrived in Ensenada on the boat Anita.	Amb,Amb,Amb
5502	[[Cooper]] never married or raised a [[family]] of her own but was able to become an accomplished naturalist of her time, despite the lack of opportunity for [[women]] to publish written works or art pieces during this time.	Female,Amb,Female
5503	"E3 2005: Metroid Prime Hunters [[Creator]] Interview".	Amb
5504	In 1925, [[Parsons]] contracted tuberculosis and was told she had six months to live.	Female
5505	The [[American]] and His Food (The Rise of urban America) (1st ed.).	Male
5506	Mail boats also ran on scheduled service across the lakes until the 1960s, providing connecting [[passenger]] service to the train at Iona.	Amb
5507	The [[singer]] made the transition into adulthood with the album 20 Años, which reflected his age at the time of its release.	Male
5508	[[Baker]] plays the recurring character of Kiki, a female barbershop employee, in the show’s third season.	Female
5509	With the help of his [[uncle]], it was not long before [[Stuart]] was singing back-up to the likes of [[Johnny Rivera]] and [[Marc Anthony]].	Male,Male,Amb,Amb
5510	The [[teachers]] were Amautas, men well-versed in philosophy and morality.	Male
5511	[[Ohba]] felt that introducing one [[character]] individually would produce a "repeat" of the struggle between [[Light]] and [[L]], so he instead wanted a story involving three [[combatants]] fighting each other.	Male,Amb,Amb,Amb,Amb
5512	Professional female [[singers]] perform dirges similar in style to those elsewhere in Europe.	Female
5513	[[He]] enters with [[Elvira]], and [[Fenella]], though at first disposed to avenge herself on her [[rival]], pardons her for [[Alfonso's]] sake.	Male,Female,Female,Female,Amb
5514	During the Passion of [[Christ]], [[Isaac]] bribes a [[guard]] to take his place in the flagellation of Christ.	Male,Male,Male
5515	Seeing this, the Gods prayed to the [[sage]] to release the Ganges, so that she could proceed on her mission to release the souls of the [[ancestors]] of Bhagiratha.	Female,Amb
5516	[[Fleming]] was known as the "Girl with the Million Dollar Legs" for a role she played in the [[W. C. Fields]] film Million Dollar Legs (1932).	Female,Amb
5517	[[They]] gave [[me]] vinegar to drink.	Amb,Amb
5518	In October 2011, a Palestinian stoning attack near Kiryat Arba caused the car of a [[resident]] to overturn, killing him and his infant [[son]].	Male,Male
5519	[[Cook]] was noted for his falsetto singing as well as his personality, and first recorded in 1949.	Male
5520	[[Arnim Zola]] tells [[Captain America]] that their [[subject]] in the vault is awake but disoriented and that the procedure [[they]] did on him is temporary as his condition will degrade quickly.	Amb,Amb,Male,Amb
5521	[[He]] had a reputation as an exceptionally humane [[leader]] and trainer of [[men]]; it is said that when new buildings were being constructed at the camp and the [[architect]] asked him where the paths should go, he told him to wait some months and see where the men walked, then put the paths there.	Male,Male,Male,Male
5522	Her naturally large breasts (cup size 32FF) contributed to her popularity as an adult [[performer]].	Female
5523	The idea of her death weighs heavily on the [[poet]] throughout the series, imbuing it with a melancholic, elegiac tone.	Female
5524	A living statue [[performer]] will strategically choose a spot, preferably one with a high level of foot traffic, and out of the way.	Amb
5525	[[He]] was the former [[Chief]] of the Debauchery Tea Party and an old friend of [[Shiroe's]].	Male,Male,Amb
5526	[[Chris]] hired [[Owen]] as his ringer to sabotage the other [[contestants]] and to create drama.	Male,Amb,Amb
5527	Going into her scientific history, the [[narrator]] mentions how she originally never questioned how her efforts fit into [[society]].	Female,Amb
5528	The latter allegedly was a present to appease the [[saint]] after she challenged [[St Cuthbert's]] ruling that forbade [[women]] to enter the cathedral which housed his relics.	Female,Male,Female
5529	[[He]] continued to serve as [[editor]] until 2011.	Male,Male
5530	For her thirteenth birthday on 12 June 1942, [[Frank]] received a book she had shown her [[father]] in a shop window a few days earlier.	Female,Male
5531	Although all male [[pupils]] are eligible to postpone their conscription to receive higher education, they must be at least signed-up for the admission tests into the university the moment they get the conscription notice from the [[army]].	Male,Amb
5532	He worked for the National Bureau of Standards producing prisms and experimenting with the silvering of mirrors during World War I. [[Porter]] moved back to Springfield, Vermont in 1919 to work at the Jones & Lamson Machine Company, of which [[James Hartness]] was president.	Male,Amb
