id	source with headwords	gender labels of headwords
5660	This is more time-consuming and increases the likelihood of the [[artist]] getting caught.	Amb
5661	[[Maria Luisa]] was born in Portici, in Campania, the site of the summer palace (Reggia di Portici) of her parents, King [[Charles]], King of Naples and Sicily and [[Maria Amalia]] of Saxony.	Female,Male,Female
5662	In between traveling and writing, her career as a literary [[figure]] was secured.	Female
5663	[[Brady]] had previously attended the University of California, Los Angeles (UCLA), having made her debut for the [[Bruins]] tennis team in fall 2013.	Female,Amb
5664	In 2015, [[she]] was named as inaugural [[director]] for Intelligent Robotics Laboratory of CSL at UIUC.	Female,Female
5665	As a consequence the [[orchestra]] was enriched with new instruments and musical scores.	Amb
5666	What [[They]] Want (Prod.	Amb
5667	The [[company's]] logo is a yellow oval with a black [[cat]] carrying her [[kitten]] in her mouth, symbolizing the company's promise that they take care of items entrusted to them as though the items were their own [[family]].	Amb,Female,Amb,Amb
5668	[[Dwight D. Eisenhower]] was the first to remove it from the Oval Office, and it was returned to the Oval Office first by [[John F. Kennedy]] and then by [[Jimmy Carter]].	Amb,Amb,Amb
5669	[[They]] are the first female [[artist]] or group to reach number one on all three charts — Oricon’s Weekly Single, DVD, and Blu-ray Rankings — in the same week.	Female,Female
5670	[[Vakhtangov's]] "object exercises" were developed further by [[Uta Hagen]] as a means for [[actor]] training and the maintenance of skills.	Amb,Amb,Amb
5671	The site's consensus states: "Though overshadowed by its superior source material, the US version of The Returned retains enough of the creep factor and [[character]] drama to appease [[fans]] of the genre."	Amb,Amb
5672	In the film "The Last Knot" it is stated that [[Markin]] learned to tie knots in his childhood thanks to his [[neighbor]], while in the film "Dman the snuffbox" it is said that he learned complex knots in the colony from a [[cellmate]] who had served in the Navy.	Male,Amb,Amb
5673	In Pristina, Yugoslav Serb [[officers]] ejected [[nuns]] and a [[priest]] from the Catholic church of St. Anthony and installed aircraft radar in the steeple which resulted in NATO bombing of the church and surrounding houses.	Amb,Female,Male
5674	In 2015 [[Henwick]] joined the [[cast]] of the HBO series Game of Thrones in Season 5 as Nymeria Sand, with Oscar-nominee [[Keisha Castle-]][[Hughes]] and [[Rosabell Laurenti Sellers]] playing her sisters.	Amb,Amb,Female,Amb,Female
5675	[[Singer]] is on board to direct.	Amb
5676	In 1981, [[Rangel]] shifted to become chairman of the Ways and Means Subcommittee on Oversight, which gave him power in dealing with the [[Reagan administration's]] cuts in social spending.	Male,Amb
5677	No portraits of the [[artist]] survive.	Amb
5678	Regardless of their genre, however, her books tend to be fast-paced and feature strong, loyal, compassionate, intelligent female [[characters]].	Female
5679	Between the producing [[farmer]] in the countryside and the [[end-consumer]] in the cities there is a chain of [[intermediaries]].	Amb,Amb,Amb
5680	Since 2001, [[he]] has been the [[head]] of the Department of Romanian language, general linguistics and Romance of the Moldova State University in Chişinău.	Male,Male
5681	During his initial research into cyberculture, [[Idol]] ordered Beyond Cyberpunk! from [[Gareth Branwyn]].	Male,Amb
5682	[[Pamprepius]] (Greek: Παμπρέπιος, Pamprépios; Latin: Pamprepius; 29 September 440 – November 484) was a philosopher and a pagan poet who rebelled against the Eastern Roman Emperor [[Zeno]].	Amb,Male
5683	Many state [[governments]] have banned the sale or possession of spray paint to [[those]] under the age of 18 (age of majority).	Amb,Amb
5684	Impressed by the tall, handsome German, [[De Koven]] wrote to a [[friend]]: "I have just met a charming German of keen intelligence who calls himself [[Siegfried]].	Amb,Amb,Male
5685	[[Will]] has had romantic relationships with three women: [[Claire]] ([[Megyn Price]]), his high school girlfriend; [[Grace]], whom he dated in college; and [[Diane]] (Mira Sorvino), with whom he had a one-night stand after he and Grace broke up.	Male,Female,Female,Female,Female
5686	On the outside, she was a new teenage [[idol]] whose signature song, "Change of Pace", had a following comparable to that of [[Minako Aino's]] "C'est la Vie."	Female,Amb
5687	[[He]] remained in his household for several years and became steady friends with the [[Marquis]] [[de Fénelon]], a young relative of the [[archbishop]] and an ardent pupil of Mme [[Guyon]].	Male,Male,Amb,Male,Female
5688	[[He]] gathers all the money he has intercepted from [[Jimmy]], then mails an envelope to his [[wife]].	Male,Amb,Female
5689	[[Auda]] paid 6,000 pounds sterling in gold to their [[leader]] to allow his [[men]] to use Wadi Sirhan as a base.	Amb,Male,Male
5690	[[Anne]] obtained a second post as governess to the [[children]] of the Reverend [[Edmund Robinson]] and his wife [[Lydia]], at Thorp Green Hall, a comfortable country house near York.	Female,Amb,Male,Female
5691	According to [[Trier]], [[Green]] was positive about appearing in the film, but her [[agents]] refused to allow her.	Amb,Female,Amb
5692	The game was clouded by controversy when [[Melbourne Victory]] scored their only goal whilst a [[Chonburi FC]] [[player]] was down injured and his [[teammates]] were calling for the ball to be played off the park.	Amb,Amb,Male,Amb
5693	[[Lehzen]] and [[Albert]] soon developed a dislike for each other; she sought to thwart Albert's will in various ways and he found her personally repugnant and unworthy of befriending the [[queen]], referring to her as "the hag" and a "crazy stupid intriguer".	Female,Male,Female
5694	Quoting the lyric "A little death without mourning / No call and no warning / [[Baby]], a dangerous idea / That almost makes sense", [[he]] said, "There's nothing more deadly than an idea – or a [[person]] – that's almost right.	Amb,Male,Amb
5695	The first recorded spelling of the [[family]] name is shown to be that of [[William Jagge]], from Cambridgeshire dated 1251, in the "Chartulary of Ramsey Abbey", during the reign of King [[Henry III]], who was known as "The Frenchman", 1216 – 1272, a witness in the Assize Court Rolls of Cambridgeshire in 1260.	Amb,Amb,Male
5696	Nevertheless, the [[court]] found his previous admission of guilt valid because it was made in the presence of a [[lawyer]] and no complaints were filed at the time.	Amb,Amb
5697	The name is identical with the word bœr which means "farm" and it is a cognate with the Dutch language word "boer" which means "[[farmer]]".	Amb
5698	The [[band]] had been conceived by Harvest Records in an attempt to create a horn-based rock combo, such as Blood Sweat & Tears or Chicago.	Amb
5699	[[Gaga]] stated in an interview that "Poker Face" was written by her as a pop song and was a tribute to her "rock 'n' roll [[boyfriends]]".	Female,Male
5700	However, in most cases, the choice of a female [[actor]] to play a male character is made at the production level; Hamlet is not a breeches role, but [[Sarah Bernhardt]] once played Hamlet as a breeches role.	Female,Amb
5701	Eventually, [[Greenberg]] was concerned that some Abstract Expressionism had been "reduced to a set of mannerisms" and increasingly looked to a new set of [[artists]] who abandoned such elements as subject matter, connection with the [[artist]], and definite brush strokes.	Amb,Amb,Amb
5702	If the [[player]] who closed the talon succeeds in collecting 66 points and claiming victory, he has won.	Male
5703	[[Ben]] believes he heard [[Marsten's]] last [[victim]] crying for help, but Ben was too afraid to find or help him.	Male,Amb,Male
5704	[[She]] is a [[judge]] of the European Court of Human Rights in respect of the Republic of Turkey since 1 May 2008.	Female,Female
5705	[[William Bury]] was born in Stourbridge, Worcestershire, the youngest of four [[children]] of [[Henry Bury]] and his wife [[Mary Jane]] (née [[Henley]]).	Amb,Amb,Male,Female,Female
5706	Black Freedmen [[workers]] were tied to labor on plantations for one year at $10 a month pay.	Male
5707	Meanwhile, the Romanian contorting [[quintuplets]] from the show, along with their [[grandmother]], try to escape from the Romanian [[government]] hoping to bring them back.	Amb,Female,Amb
5708	[[He]] took the rucksack from the deceased [[girl]], from which he stole a pencil case and two textbooks, and then threw it into the toilet of a gas station.	Male,Female
5709	Regularly writing more than six stories in five titles per month, every month throughout the early 1940s, [[Fox]] continued to create new features.	Amb
5710	The [[player]] must also keep note of various environmental factors such as sounds, the direction of the wind and the presence of blood on their weapons; since Wolf [[enemies]] have a strong sense of smell and are less approachable from downwind, and can also smell blood from both open wounds and soiled weaponry.	Amb,Amb
5711	She is a [[teacher]] at the local elementary school.	Female
5712	During his visit to London (to fight [[Scott]]) [[Carter]] was involved in an incident in which a shot was fired in his hotel room.	Amb,Male
5713	In 1974, at the age of 18, [[bin Laden]] married his first wife [[Najwa Ghanem]] at Latakia, Syria.	Male,Female
5714	[[Tripp]] met [[Zappa]] and played for him at Apostolic Studio in New York’s Greenwich Village.	Amb,Male
5715	Real life spouses [[Christopher]] and [[Dee Wallace-Stone]] played Chris and Dee McCullough, with [[Will Estes]] (credited by his given name of Will Nipper) and [[Wendy Cox]] appearing as their young son Will and teenage daughter [[Megan]] respectively.	Amb,Amb,Male,Male,Female
5716	[[She]] has also been a [[consultant]] for numerous media and film projects.	Female,Female
5717	When male [[figures]] appear they are most often soldiers.	Male
5718	[[Tool]] was scheduled to play at the Garden Pavilion in Hollywood but learned at the last minute that the venue belonged to the Church of Scientology, which was perceived as a clash with "the band's ethics about how a [[person]] should not follow a belief system that constricts their development as a human being."	Amb,Amb
5719	The resulting space along with a former maintenance [[man's]] apartment became a three-story penthouse, the only residence in the building.	Male
5720	On 26 February 2014, in an interview with Los Angeles radio station Power 106, [[Azalea]] stated that the album's fifth single would be written by [[Perry]] and feature an undisclosed female [[artist]].	Amb,Amb,Female
